sample	genotype	reporter	txn_inh	m6A_inh	transl_inh	time	time_num	target	experiment	replicate	Ct	expression	is_outlier
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	TDH1	2024-07-22	rep1	23.0414785982747	0.115868082037069	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	mCherry	2024-07-22	rep1	17.0038099639337	7.60967260279759	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	Neon2	2024-07-22	rep1	19.0651261341156	1.82352443089776	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	TDH1	2024-07-22	rep2	22.1875052575432	0.20936142037464	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	mCherry	2024-07-22	rep2	16.5250151884269	10.6324695724938	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	Neon2	2024-07-22	rep2	18.346621878536	3.00936589385034	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	TDH1	2024-07-22	rep3	23.0568685787649	0.114602000983468	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	mCherry	2024-07-22	rep3	17.2106177743091	6.60619427687716	FALSE
C2_1h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	1h	1	Neon2	2024-07-22	rep3	19.089147910999	1.7996090690955	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	TDH1	2024-07-22	rep1	23.6272300414721	0.0771784949889179	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	mCherry	2024-07-22	rep1	17.5497147478576	5.21211298824364	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	Neon2	2024-07-22	rep1	19.831233304396	1.07202264032207	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	TDH1	2024-07-22	rep2	22.418030404657	0.178465046315176	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	mCherry	2024-07-22	rep2	16.4038449198252	11.5335549804892	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	Neon2	2024-07-22	rep2	18.6371960610204	2.452703032778	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	TDH1	2024-07-22	rep3	22.446865530624	0.17497896468912	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	mCherry	2024-07-22	rep3	16.0710132212659	14.5261258664041	FALSE
C2_2h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	2h	2	Neon2	2024-07-22	rep3	18.475233301728	2.74443611140392	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	TDH1	2024-07-22	rep1	22.529280287651	0.165246201496608	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	mCherry	2024-07-22	rep1	16.0369825658907	14.8907308095433	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	Neon2	2024-07-22	rep1	18.7511412555139	2.26857947968904	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	TDH1	2024-07-22	rep2	22.7777632219889	0.139353822221518	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	mCherry	2024-07-22	rep2	16.6261989955053	9.89183348062833	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	Neon2	2024-07-22	rep2	19.6116860740838	1.24832682538831	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	TDH1	2024-07-22	rep3	21.9992101097651	0.238562696980304	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	mCherry	2024-07-22	rep3	16.1437963726661	13.8148261603361	FALSE
C2_4h_ActD_STM_none_CTU2KO	CTU2 KO	C2	ActD	STM	mock	4h	4	Neon2	2024-07-22	rep3	18.8893397102315	2.05948729935727	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	TDH1	2024-08-07	rep1	22.6349601941744	0.153537982282507	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	mCherry	2024-08-07	rep1	23.5968293587545	0.0788223299078939	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	Neon2	2024-08-07	rep1	22.3535412459057	0.186662554280547	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	GAPDH	2024-08-07	rep1	22.8838278193867	0.129211390278924	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	YTHDF2	2024-08-07	rep1	22.4647470019858	0.172759209983405	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	MYC	2024-08-07	rep1	23.0681020094594	0.113728326206618	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	TDH1	2024-08-07	rep2	22.8384829383645	0.133331720562662	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	mCherry	2024-08-07	rep2	23.633785037008	0.0779898383239833	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	Neon2	2024-08-07	rep2	22.4845132062176	0.172862954985004	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	GAPDH	2024-08-07	rep2	22.4691894923581	0.172300938325181	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	YTHDF2	2024-08-07	rep2	22.2660877770134	0.198289496739311	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	MYC	2024-08-07	rep2	22.8900745830174	0.128659196970746	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	TDH1	2024-08-07	rep3	22.1551797884194	0.214104766365264	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	mCherry	2024-08-07	rep3	23.9939647516315	0.0598575892393245	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	Neon2	2024-08-07	rep3	22.3051031949215	0.193326850278144	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	GAPDH	2024-08-07	rep3	21.8019687398307	0.301095352432821	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	YTHDF2	2024-08-07	rep3	21.8086586656741	0.27278304210042	FALSE
C1_0h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	0h	0	MYC	2024-08-07	rep3	22.1192528404832	0.219503998057609	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	TDH1	2024-08-07	rep1	22.0354114091698	0.232646127565287	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	mCherry	2024-08-07	rep1	23.6787905371325	0.0745057222739612	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	Neon2	2024-08-07	rep1	22.6224583014626	0.155084583182937	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	GAPDH	2024-08-07	rep1	22.3126419525933	0.191970444583091	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	YTHDF2	2024-08-07	rep1	22.7661933368132	0.158424733613955	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	MYC	2024-08-07	rep1	22.7581103976336	0.141012062679228	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	TDH1	2024-08-07	rep2	19.4720061703984	1.37535478502489	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	mCherry	2024-08-07	rep2	21.2038845207535	0.413996188488759	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	Neon2	2024-08-07	rep2	20.2507762467217	0.801514974069268	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	GAPDH	2024-08-07	rep2	20.1546090587188	0.856818721907374	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	YTHDF2	2024-08-07	rep2	20.0541923379095	0.918721636225038	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	MYC	2024-08-07	rep2	20.6124371825735	0.623923289498029	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	TDH1	2024-08-07	rep3	19.4489656571395	1.39768209689473	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	mCherry	2024-08-07	rep3	21.1569133936275	0.427848809834196	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	Neon2	2024-08-07	rep3	20.2736099127748	0.788935637794956	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	GAPDH	2024-08-07	rep3	20.3340972990712	0.783892888899588	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	YTHDF2	2024-08-07	rep3	20.0474673518756	0.923044613961888	FALSE
C1_1h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	1h	1	MYC	2024-08-07	rep3	20.6859237598004	0.593041892643494	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	TDH1	2024-08-07	rep1	17.0495630136561	7.37178013619508	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	mCherry	2024-08-07	rep1	18.9401415859305	1.98846959779719	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	Neon2	2024-08-07	rep1	18.2262693714298	3.26099592911086	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	GAPDH	2024-08-07	rep1	17.9310993981889	4.07921619899161	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	YTHDF2	2024-08-07	rep1	18.0606889590698	3.65755726998357	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	MYC	2024-08-07	rep1	18.6807513572836	2.38184505093093	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	TDH1	2024-08-07	rep2	17.1997779072305	6.65693748448432	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	mCherry	2024-08-07	rep2	18.8451535799637	2.12351913245468	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	Neon2	2024-08-07	rep2	17.9648073831833	3.90890880105862	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	GAPDH	2024-08-07	rep2	17.8375787943954	4.46284401355653	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	YTHDF2	2024-08-07	rep2	18.4171287388597	2.92412599197745	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	MYC	2024-08-07	rep2	18.7463970363555	2.2739402119314	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	TDH1	2024-08-07	rep3	20.1317775005468	0.870435033085894	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	mCherry	2024-08-07	rep3	21.57154962484	0.332098046333164	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	Neon2	2024-08-07	rep3	20.5909627853542	0.633145780224098	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	GAPDH	2024-08-07	rep3	21.1380737457116	0.520778761390992	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	YTHDF2	2024-08-07	rep3	20.707824683358	0.606682210433219	FALSE
C1_2h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	2h	2	MYC	2024-08-07	rep3	22.0469688082787	0.230781546632319	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	TDH1	2024-08-07	rep1	20.4332083842558	0.706371861920986	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	mCherry	2024-08-07	rep1	21.4856238152216	0.35021749617658	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	Neon2	2024-08-07	rep1	21.3977908635731	0.36196743160385	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	GAPDH	2024-08-07	rep1	20.452917379343	0.729150003239325	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	YTHDF2	2024-08-07	rep1	22.2568626768445	0.201015102114018	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	MYC	2024-08-07	rep1	23.6840335038486	0.0742103940877608	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	TDH1	2024-08-07	rep2	20.6957829215143	0.588774260929578	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	mCherry	2024-08-07	rep2	21.7624119943343	0.281221168908626	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	Neon2	2024-08-07	rep2	21.263121318048	0.39737516164758	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	GAPDH	2024-08-07	rep2	21.2786222567297	0.393637643534383	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	YTHDF2	2024-08-07	rep2	22.7059111828575	0.146164445223581	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	MYC	2024-08-07	rep2	24.6792377378123	0.0372228195830549	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	TDH1	2024-08-07	rep3	21.456554573524	0.347501052997522	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	mCherry	2024-08-07	rep3	22.6375476716224	0.153257507419946	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	Neon2	2024-08-07	rep3	22.6897659163195	0.147861822820278	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	GAPDH	2024-08-07	rep3	21.327859215306	0.379927081775384	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	YTHDF2	2024-08-07	rep3	23.4155114707018	0.0894153878714257	FALSE
C1_4h_ActD_mock_none_wt	WT	C1	ActD	mock	mock	4h	4	MYC	2024-08-07	rep3	25.8124577154805	0.0169697713080209	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	TDH1	2024-08-07	rep1	23.0633254219035	0.114094140136429	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	mCherry	2024-08-07	rep1	23.9350411713076	0.062349955798332	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	Neon2	2024-08-07	rep1	22.264506060065	0.198690511050578	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	GAPDH	2024-08-07	rep1	22.3641807725288	0.185318680988929	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	YTHDF2	2024-08-07	rep1	23.9916655652526	0.0599738425304081	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	MYC	2024-08-07	rep1	23.6816561141374	0.0746691324541755	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	TDH1	2024-08-07	rep2	23.850723935899	0.0661027186515037	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	mCherry	2024-08-07	rep2	23.0526857450251	0.114960228141794	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	Neon2	2024-08-07	rep2	21.1431628056958	0.431791212810708	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	GAPDH	2024-08-07	rep2	22.2208292326241	0.205681668602634	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	YTHDF2	2024-08-07	rep2	24.1186205455594	0.0549064683359022	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	MYC	2024-08-07	rep2	23.7405511842991	0.0714835275794474	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	TDH1	2024-08-07	rep3	24.1334553874398	0.0544133616477473	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	mCherry	2024-08-07	rep3	25.4503781814214	0.0218116142800846	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	Neon2	2024-08-07	rep3	23.1994781801391	0.103941573004439	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	GAPDH	2024-08-07	rep3	23.3789226713544	0.0916738612811952	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	YTHDF2	2024-08-07	rep3	24.1904920336679	0.0522322423866153	FALSE
C1_0h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	0h	0	MYC	2024-08-07	rep3	24.527843833331	0.0414109501393182	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	TDH1	2024-08-07	rep1	23.7500081954171	0.0711456447727022	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	mCherry	2024-08-07	rep1	24.7030015540396	0.0366597305910542	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	Neon2	2024-08-07	rep1	23.9334048606178	0.0624205918633526	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	GAPDH	2024-08-07	rep1	22.907345554217	0.127178216211002	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	YTHDF2	2024-08-07	rep1	23.8769747198428	0.0651600631752778	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	MYC	2024-08-07	rep1	23.87358090811	0.065068068267362	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	TDH1	2024-08-07	rep2	22.6095020027014	0.15679765872336	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	mCherry	2024-08-07	rep2	23.2960073162786	0.0970966346369032	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	Neon2	2024-08-07	rep2	22.6329585346751	0.153757998396996	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	GAPDH	2024-08-07	rep2	22.584329068392	0.160879876826471	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	YTHDF2	2024-08-07	rep2	22.52979983086	0.169146105506209	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	MYC	2024-08-07	rep2	22.7318311685068	0.144123216851449	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	TDH1	2024-08-07	rep3	22.3286627773907	0.19208242248145	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	mCherry	2024-08-07	rep3	23.1074967594225	0.110818000287093	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	Neon2	2024-08-07	rep3	22.5506596463477	0.165145451509963	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	GAPDH	2024-08-07	rep3	22.0905509792073	0.223924700589456	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	YTHDF2	2024-08-07	rep3	22.5089748747337	0.173108008280155	FALSE
C1_1h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	1h	1	MYC	2024-08-07	rep3	22.8430850862448	0.132936570056852	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	TDH1	2024-08-07	rep1	21.4681117204522	0.344727677639274	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	mCherry	2024-08-07	rep1	21.8525281256681	0.264079647782015	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	Neon2	2024-08-07	rep1	21.6758584869692	0.298487998122719	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	GAPDH	2024-08-07	rep1	21.6752797772555	0.303714597024669	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	YTHDF2	2024-08-07	rep1	21.3111785521905	0.388217549489623	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	MYC	2024-08-07	rep1	22.7798640669005	0.13886090397878	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	TDH1	2024-08-07	rep2	20.8226967939386	0.539200429818474	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	mCherry	2024-08-07	rep2	21.8261452812897	0.26895252196027	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	Neon2	2024-08-07	rep2	20.9958814508363	0.487536643738592	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	GAPDH	2024-08-07	rep2	20.9793601390983	0.488168030408999	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	YTHDF2	2024-08-07	rep2	21.2064653743154	0.413255901885008	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	MYC	2024-08-07	rep2	22.2733622741203	0.197266812231395	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	TDH1	2024-08-07	rep3	19.2635642738026	1.67489813423964	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	mCherry	2024-08-07	rep3	21.1176310530796	0.439501848131245	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	Neon2	2024-08-07	rep3	20.0677576107991	0.909924822368681	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	GAPDH	2024-08-07	rep3	19.5461659203973	1.30661818891951	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	YTHDF2	2024-08-07	rep3	19.5873096427547	1.33515079316487	FALSE
C1_2h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	2h	2	MYC	2024-08-07	rep3	20.4529349070805	0.696712054394461	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	TDH1	2024-08-07	rep1	19.73420782917	1.14660623583284	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	mCherry	2024-08-07	rep1	19.8333237701033	1.07076768265304	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	Neon2	2024-08-07	rep1	20.8989979800375	0.511454955526788	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	GAPDH	2024-08-07	rep1	20.4946608909072	0.842901335764365	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	YTHDF2	2024-08-07	rep1	19.6115532277258	1.38429992503603	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	MYC	2024-08-07	rep1	22.1767050962031	0.243527327184369	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	TDH1	2024-08-07	rep2	17.0623726848319	7.30704439434127	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	mCherry	2024-08-07	rep2	17.328114922134	6.11309389091527	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	Neon2	2024-08-07	rep2	18.4968810316371	3.62795796192011	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	GAPDH	2024-08-07	rep2	17.9426908508135	4.46309908839154	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	YTHDF2	2024-08-07	rep2	17.094327855071	7.38870195796808	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	MYC	2024-08-07	rep2	19.1437522680792	1.72723165363229	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	TDH1	2024-08-07	rep3	17.1128760510088	7.0552522427872	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	mCherry	2024-08-07	rep3	17.3646219227648	5.93367918889124	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	Neon2	2024-08-07	rep3	18.5226603157555	3.4968413765562	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	GAPDH	2024-08-07	rep3	18.0145514439671	4.31575250660103	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	YTHDF2	2024-08-07	rep3	16.7658728799954	9.00198590570405	FALSE
C1_4h_ActD_STM_none_wt	WT	C1	ActD	STM	mock	4h	4	MYC	2024-08-07	rep3	19.2428592260709	1.61185462725006	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	TDH1	2024-08-07	rep1	21.9373657595348	0.249091976279415	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	mCherry	2024-08-07	rep1	22.4964629134179	0.174830809530033	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	Neon2	2024-08-07	rep1	21.7370656964768	0.288276221731271	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	GAPDH	2024-08-07	rep1	21.5916163764823	0.32527517412004	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	YTHDF2	2024-08-07	rep1	21.1778295925578	0.431398441154689	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	MYC	2024-08-07	rep1	23.0227699772819	0.117348909574599	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	TDH1	2024-08-07	rep2	22.0346517917913	0.232793078112059	FALSE
C1_1h_ActD_mock_EM_wt	WT	C1	ActD	mock	EM	1h	1	mCherry	2024-08-07	rep2	23.3809403288391	0.0931638710423042	FALSE
