sample	genotype	reporter	txn_inh	m6A_inh	transl_inh	time	time_num	target	experiment	replicate	Ct	expression	is_outlier
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	TDH1	2024-08-07	rep2	17.5044210757799	5.37893041275381	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	mCherry	2024-08-07	rep2	17.5124701879415	5.34900432722308	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	Neon2	2024-08-07	rep2	18.2785496933173	3.14493581476943	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	GAPDH	2024-08-07	rep2	18.2360880872178	3.23887350662966	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	YTHDF2	2024-08-07	rep2	15.9972633779876	15.2878555949666	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	MYC	2024-08-07	rep2	16.4854033020643	10.8993846547099	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	TDH1	2024-08-07	rep3	17.4943176649915	5.41608698248007	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	mCherry	2024-08-07	rep3	17.7422563382635	4.56143817555391	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	Neon2	2024-08-07	rep3	18.4522306358818	2.78823054240892	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	GAPDH	2024-08-07	rep3	18.3821956398016	2.92692293370362	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	YTHDF2	2024-08-07	rep3	16.1852128606901	13.4204847722816	FALSE
C4_2h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	2h	2	MYC	2024-08-07	rep3	16.3930434981462	11.6199703285074	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	TDH1	2024-08-07	rep1	18.2600648024436	3.18587740799079	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	mCherry	2024-08-07	rep1	18.2243799252918	3.26566069256427	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	Neon2	2024-08-07	rep1	19.0300145851522	1.86809349720259	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	GAPDH	2024-08-07	rep1	20.8141019091533	0.54241498304995	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	YTHDF2	2024-08-07	rep1	17.0511732380715	7.36352649392019	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	MYC	2024-08-07	rep1	17.9864980786793	3.85057044290285	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	TDH1	2024-08-07	rep2	17.5983597696156	5.03962486133283	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	mCherry	2024-08-07	rep2	17.7907684985306	4.41060807790422	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	Neon2	2024-08-07	rep2	18.7688218262773	2.23916410191328	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	GAPDH	2024-08-07	rep2	20.8121524002868	0.54324643533812	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	YTHDF2	2024-08-07	rep2	16.8513203188969	8.45860863492036	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	MYC	2024-08-07	rep2	16.8015524009773	8.75445812916727	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	TDH1	2024-08-07	rep3	17.9777988229837	3.87434115699309	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	mCherry	2024-08-07	rep3	17.7658318796827	4.48750545091213	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	Neon2	2024-08-07	rep3	18.8768661799703	2.07730760585594	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	GAPDH	2024-08-07	rep3	20.0321214488612	0.932684579408097	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	YTHDF2	2024-08-07	rep3	16.6414135796276	9.78223881298378	FALSE
C4_4h_ActD_STM_CHX_wt	WT	C4	ActD	STM	CHX	4h	4	MYC	2024-08-07	rep3	16.9865734386575	7.70078347650181	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	TDH1	2024-09-08	rep1	24.9991203461126	0.0298227251611471	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	mCherry	2024-09-08	rep1	19.0728238518146	1.81371015120308	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	Neon2	2024-09-08	rep1	20.7451496811885	0.569119056315929	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	GAPDH	2024-09-08	rep1	23.2491361173917	0.100327974153687	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	YTHDF2	2024-09-08	rep1	24.3270461038509	0.0475149964243426	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	MYC	2024-09-08	rep1	29.0243355726582	0.00183217724811373	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	TDH1	2024-09-08	rep2	24.9690508771174	0.0304490483949077	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	mCherry	2024-09-08	rep2	19.3545265678873	1.49178750720631	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	Neon2	2024-09-08	rep2	21.0060601802187	0.474840550087472	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	GAPDH	2024-09-08	rep2	23.0932175059274	0.111962530546332	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	YTHDF2	2024-09-08	rep2	24.1177449496152	0.0549369663825744	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	MYC	2024-09-08	rep2	29.1300040004268	0.00170216324507309	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	TDH1	2024-09-08	rep3	25.0654922962002	0.0284798147141355	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	mCherry	2024-09-08	rep3	19.1336671349924	1.73857641644017	FALSE
C5_0h__mock_none_wt	WT	C5	ActD	mock	mock	0h	0	Neon2	2024-09-08	rep3	20.6812108562141	0.594755287308738	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	TDH1	2024-09-08	rep1	24.6191571630042	0.0388062923709654	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	mCherry	2024-09-08	rep1	18.9645137606213	1.95486011051853	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	Neon2	2024-09-08	rep1	20.859080531384	0.525765902250394	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	GAPDH	2024-09-08	rep1	23.1236056956804	0.109421247069327	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	YTHDF2	2024-09-08	rep1	24.4418739856619	0.0438797143876725	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	MYC	2024-09-08	rep1	30.0715198316531	0.000886286880930629	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	TDH1	2024-09-08	rep2	24.5287380299075	0.0413219984104527	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	mCherry	2024-09-08	rep2	18.9901486183112	1.92043267434894	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	Neon2	2024-09-08	rep2	20.8374935395934	0.533695842968968	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	GAPDH	2024-09-08	rep2	23.1395080912501	0.10831684496631	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	YTHDF2	2024-09-08	rep2	24.3385087233595	0.0471389187051962	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	MYC	2024-09-08	rep2	30.139362991473	0.000845664964350384	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	TDH1	2024-09-08	rep3	24.7846463155781	0.0346212956853745	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	mCherry	2024-09-08	rep3	18.959516786931	1.96163224623517	FALSE
C5_1h__mock_none_wt	WT	C5	ActD	mock	mock	1h	1	Neon2	2024-09-08	rep3	21.0900263114257	0.447991587272314	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	TDH1	2024-09-08	rep1	24.4559183146489	0.0434564846453709	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	mCherry	2024-09-08	rep1	19.4787551978631	1.3688098941375	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	Neon2	2024-09-08	rep1	21.7017428823874	0.293173416967581	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	GAPDH	2024-09-08	rep1	23.7388051400415	0.0714593942039769	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	YTHDF2	2024-09-08	rep1	25.111563969542	0.0275847137555437	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	MYC	2024-09-08	rep1	31.2696936178458	0.00038627576773448	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	TDH1	2024-09-08	rep2	24.6251844304208	0.0386439264240253	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	mCherry	2024-09-08	rep2	20.0055983703572	0.950019112886458	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	Neon2	2024-09-08	rep2	22.0930401708995	0.223528146839301	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	GAPDH	2024-09-08	rep2	24.0519552988049	0.0574965259834741	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	YTHDF2	2024-09-08	rep2	25.3586012533325	0.0232452761955895	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	MYC	2024-09-08	rep2	31.2771540692652	0.000384307144041135	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	TDH1	2024-09-08	rep3	24.3077012885155	0.048283354251723	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	mCherry	2024-09-08	rep3	19.1042840827978	1.77441646538503	FALSE
C5_2h__mock_none_wt	WT	C5	ActD	mock	mock	2h	2	Neon2	2024-09-08	rep3	21.3369515620046	0.377522081100181	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	TDH1	2024-09-08	rep1	24.9394428002816	0.0310810622817978	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	mCherry	2024-09-08	rep1	20.1462613135406	0.861730713601555	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	Neon2	2024-09-08	rep1	23.1739742490186	0.10566823606406	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	GAPDH	2024-09-08	rep1	24.0130387290001	0.0590683823571398	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	YTHDF2	2024-09-08	rep1	26.175682115378	0.0131938921262744	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	MYC	2024-09-08	rep1	32.9852475599886	0.000117633111247387	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	TDH1	2024-09-08	rep2	25.0807459877649	0.0281801399053446	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	mCherry	2024-09-08	rep2	20.3928748980113	0.726355997341044	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	Neon2	2024-09-08	rep2	23.2055053915357	0.103384076238117	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	TDH1	2024-09-08	rep3	24.1134381032755	0.0550974969428643	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	mCherry	2024-09-08	rep3	19.1275976943819	1.74840864081633	FALSE
C5_4h__mock_none_wt	WT	C5	ActD	mock	mock	4h	4	Neon2	2024-09-08	rep3	22.0102432883147	0.237003141973225	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	TDH1	2024-09-08	rep1	26.4472949969407	0.0109291808964256	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	mCherry	2024-09-08	rep1	20.859688917809	0.525547784859337	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	Neon2	2024-09-08	rep1	22.003901428749	0.23777701755521	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	GAPDH	2024-09-08	rep1	24.8274089765001	0.0335896289806176	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	YTHDF2	2024-09-08	rep1	24.0315185667937	0.058317123636885	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	MYC	2024-09-08	rep1	31.5069631475321	0.00032768881850202	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	TDH1	2024-09-08	rep2	25.1023509747277	0.0277631056176966	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	mCherry	2024-09-08	rep2	19.9963823723918	0.956100680443132	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	Neon2	2024-09-08	rep2	20.9639046673939	0.489590338332092	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	GAPDH	2024-09-08	rep2	23.8379063100764	0.0667221932117313	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	YTHDF2	2024-09-08	rep2	23.0554909247831	0.114731070095841	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	MYC	2024-09-08	rep2	30.0762337768062	0.000883395795845662	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	TDH1	2024-09-08	rep3	25.4694101008298	0.0215321699687152	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	mCherry	2024-09-08	rep3	19.8600050002327	1.05085541806241	FALSE
C5_0h__STM_none_wt	WT	C5	ActD	STM	mock	0h	0	Neon2	2024-09-08	rep3	21.0267248777837	0.468085651746011	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	TDH1	2024-09-08	rep1	24.0419662292807	0.0578972256567678	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	mCherry	2024-09-08	rep1	19.2708040967068	1.58115078982698	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	Neon2	2024-09-08	rep1	20.3195822898533	0.764185264237089	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	GAPDH	2024-09-08	rep1	23.1966732930706	0.104017591151355	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	YTHDF2	2024-09-08	rep1	22.3264770655575	0.190153819258916	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	MYC	2024-09-08	rep1	28.8570095384844	0.00205719326888647	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	TDH1	2024-09-08	rep2	25.2932901987055	0.0243199031614501	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	mCherry	2024-09-08	rep2	20.4471692498158	0.699513094592434	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	Neon2	2024-09-08	rep2	21.5218369751911	0.332119082508958	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	GAPDH	2024-09-08	rep2	24.3004550712958	0.0484241891796803	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	YTHDF2	2024-09-08	rep2	23.5193631779315	0.0831735579247052	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	MYC	2024-09-08	rep2	30.405127024771	0.000724805799842539	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	TDH1	2024-09-08	rep3	25.051417267081	0.0287691622055558	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	mCherry	2024-09-08	rep3	19.8632740814354	1.04878829177916	FALSE
C5_1h__STM_none_wt	WT	C5	ActD	STM	mock	1h	1	Neon2	2024-09-08	rep3	21.1402347836934	0.4326711031346	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	TDH1	2024-09-08	rep1	24.7176541837028	0.0362449333388653	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	mCherry	2024-09-08	rep1	20.4776523829292	0.68578494007675	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	Neon2	2024-09-08	rep1	21.9214262183344	0.251770850565752	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	GAPDH	2024-09-08	rep1	23.9509914065437	0.0618018953765026	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	YTHDF2	2024-09-08	rep1	23.6038549744763	0.0784391755943562	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	MYC	2024-09-08	rep1	30.5299890019608	0.000645041429344514	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	TDH1	2024-09-08	rep2	24.6683295704027	0.0375100830488954	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	mCherry	2024-09-08	rep2	20.1604621539183	0.853348661832182	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	Neon2	2024-09-08	rep2	21.8506149589636	0.264431480171555	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	TDH1	2024-09-08	rep3	25.3251884865523	0.0238080568824566	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	mCherry	2024-09-08	rep3	20.9811346375822	0.483286715486919	FALSE
C5_2h__STM_none_wt	WT	C5	ActD	STM	mock	2h	2	Neon2	2024-09-08	rep3	22.5467928176863	0.163226405089945	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	TDH1	2024-09-08	rep1	24.7219290716135	0.0361606795059498	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	mCherry	2024-09-08	rep1	20.345373203481	0.750988807175824	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	Neon2	2024-09-08	rep1	22.1036490000696	0.221938899044591	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	GAPDH	2024-09-08	rep1	23.8978355539848	0.0640654870577733	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	YTHDF2	2024-09-08	rep1	23.638309456706	0.0765903073621376	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	MYC	2024-09-08	rep1	32.1330865013715	0.000212346031519241	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	TDH1	2024-09-08	rep2	24.1518441838645	0.0536501497103937	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	mCherry	2024-09-08	rep2	19.1053692303426	1.77665917740991	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	Neon2	2024-09-08	rep2	20.8860561681914	0.516272095421959	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	TDH1	2024-09-08	rep3	24.0192018390318	0.0588165819789004	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	mCherry	2024-09-08	rep3	19.1049693345792	1.77355505458468	FALSE
C5_4h__STM_none_wt	WT	C5	ActD	STM	mock	4h	4	Neon2	2024-09-08	rep3	20.9103307064532	0.507981418463445	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	TDH1	2024-09-08	rep1	23.364933477536	0.0925693900295806	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	mCherry	2024-09-08	rep1	18.104595462411	3.55559421116361	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	Neon2	2024-09-08	rep1	20.4000886116186	0.722706279691651	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	TDH1	2024-09-08	rep2	24.0387020206141	0.0580872326804321	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	mCherry	2024-09-08	rep2	19.3188245876887	1.52916511091623	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	Neon2	2024-09-08	rep2	21.8820277530495	0.258733996991631	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	TDH1	2024-09-08	rep3	23.5027512807678	0.0841335804350438	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	mCherry	2024-09-08	rep3	18.7686603809669	2.23919566615001	FALSE
C7_0h__mock_none_wt	WT	C7	ActD	mock	mock	0h	0	Neon2	2024-09-08	rep3	21.0563593125907	0.45856855099312	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	TDH1	2024-09-08	rep1	23.4412383826513	0.0878250369680972	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	mCherry	2024-09-08	rep1	19.3749196496804	1.47095136975167	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	Neon2	2024-09-08	rep1	22.023348718378	0.234591658286966	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	TDH1	2024-09-08	rep2	24.5370770939941	0.0410779037289187	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	mCherry	2024-09-08	rep2	19.4959492828253	1.35286330059374	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	Neon2	2024-09-08	rep2	22.4973857705945	0.168935945020105	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	TDH1	2024-09-08	rep3	23.6349693820797	0.0767689672913224	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	mCherry	2024-09-08	rep3	18.9709908288973	1.94613058936389	FALSE
C7_1h__mock_none_wt	WT	C7	ActD	mock	mock	1h	1	Neon2	2024-09-08	rep3	22.0187343876664	0.235367620361075	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	TDH1	2024-09-08	rep1	25.5632398581545	0.0201698635915232	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	mCherry	2024-09-08	rep1	20.8200386562805	0.540189561001105	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	Neon2	2024-09-08	rep1	24.044779307986	0.0577832969178054	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	TDH1	2024-09-08	rep2	23.9574915254244	0.061387119256304	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	mCherry	2024-09-08	rep2	19.3033623961859	1.54910252032641	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	Neon2	2024-09-08	rep2	22.0742781646746	0.226454443578213	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	TDH1	2024-09-08	rep3	23.6585353359439	0.0755221344204657	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	mCherry	2024-09-08	rep3	19.0454086821806	1.84886302046184	FALSE
C7_2h__mock_none_wt	WT	C7	ActD	mock	mock	2h	2	Neon2	2024-09-08	rep3	21.9427919408342	0.248082052904283	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	TDH1	2024-09-08	rep1	23.7017288942985	0.0732944683444922	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	mCherry	2024-09-08	rep1	19.6810219839182	1.19010424524833	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	Neon2	2024-09-08	rep1	22.7695132597055	0.139886275800532	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	TDH1	2024-09-08	rep2	23.9742496740768	0.0606843187981536	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	mCherry	2024-09-08	rep2	20.0638603809452	0.912409221326563	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	Neon2	2024-09-08	rep2	23.1409584466157	0.108119209349476	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	TDH1	2024-09-08	rep3	23.6451729994342	0.0762245776890123	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	mCherry	2024-09-08	rep3	19.3874438561077	1.45984459705275	FALSE
C7_4h__mock_none_wt	WT	C7	ActD	mock	mock	4h	4	Neon2	2024-09-08	rep3	22.6155761528514	0.155615087163108	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	TDH1	2024-09-08	rep1	24.0199516488698	0.05879689412784	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	mCherry	2024-09-08	rep1	20.6763304317901	0.596804325667592	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	Neon2	2024-09-08	rep1	23.0907438674703	0.111942142683656	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	TDH1	2024-09-08	rep2	25.6915528689698	0.0184532153918401	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	mCherry	2024-09-08	rep2	22.6491470131963	0.152062436616322	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	Neon2	2024-09-08	rep2	24.8458890840702	0.0331624705145016	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	TDH1	2024-09-08	rep3	23.4689492724254	0.0861440206701621	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	mCherry	2024-09-08	rep3	20.1852309817967	0.838864968578683	FALSE
C7_0h__STM_none_wt	WT	C7	ActD	STM	mock	0h	0	Neon2	2024-09-08	rep3	22.3998135773989	0.180743496217072	FALSE
C7_1h__STM_none_wt	WT	C7	ActD	STM	mock	1h	1	TDH1	2024-09-08	rep1	23.4261922363049	0.088729880152146	FALSE
C7_1h__STM_none_wt	WT	C7	ActD	STM	mock	1h	1	mCherry	2024-09-08	rep1	19.9028892082735	1.02007811358353	FALSE
C7_1h__STM_none_wt	WT	C7	ActD	STM	mock	1h	1	Neon2	2024-09-08	rep1	22.2547357773375	0.199838682939192	FALSE
